name,type,isin,ticker_euronext,market,eligible_pea,yahoo_ticker
IMGP DBI MNG FUT FD RU UE-RE,ETP,,DBMFE,Euronext Paris,False,DBMFE.PA
BNPP ESY CBP PAB1-3Y UCIS-EA,ETP,,SRI3C,Euronext Paris,False,SRI3C.PA
WT EUROPE DEFENCE UCITS ETF,ETP,,WDEF,Euronext Paris,False,WDEF.PA
VANECK CELESTIA ETN,ETP,,VTIA,Euronext Paris,False,VTIA.PA
BNP EASY MSCI WORLD EW,ETP,,WEWE,Euronext Paris,False,WEWE.PA
AMUNDI MSCI USA ESG LEADERS,ETP,,USAL,Euronext Paris,False,USAL.PA
FTR OF EURPN DFNC SCRND UCTS,ETP,,ARMY,Euronext Paris,False,ARMY.PA
FRK SP 500 SCREENED ETF,ETP,,US500,Euronext Paris,False,US500.PA
BNP EASY S&P 500 II,ETP,,SPTRE,Euronext Paris,False,SPTRE.PA
BNP EASY S&P 500 II EH,ETP,,SPTRH,Euronext Paris,False,SPTRH.PA
FRK SP WORLD SCREENED ETF,ETP,,GLOBE,Euronext Paris,False,GLOBE.PA
BNP EASY MSCI WORLD EW,ETP,,WEWEU,Euronext Paris,False,WEWEU.PA
BNP EASY S&P 500 II,ETP,,SPTR,Euronext Paris,False,SPTR.PA
ISHARES S&P500 EQ WT USD ACC,ETP,,EWSP,Euronext Paris,False,EWSP.PA
ISHRES NASDAQ 100 EX-T30 ETF,ETP,,QNXT,Euronext Paris,False,QNXT.PA
ISHARES NASDAQ 100 T 30 ETF,ETP,,QTOP,Euronext Paris,False,QTOP.PA
BNP EASY BBG EUROPE DEFENSE,ETP,,GUARD,Euronext Paris,False,GUARD.PA
AM S&P W HEALTH CAR SCR A,ETP,,GLHL,Euronext Paris,False,GLHL.PA
AM S&P W FINANCIALS SCR A,ETP,,GLFI,Euronext Paris,False,GLFI.PA
AM S&P W INFORMATIO SCR A,ETP,,GLIT,Euronext Paris,False,GLIT.PA
AM STOXX EUROPE DEFENSE ACC,ETP,,DEFS,Euronext Paris,False,DEFS.PA
BNP EASY BBG EUROPE DEFENSE,ETP,,GUADD,Euronext Paris,False,GUADD.PA
21SHARES CRONOS STAKING ETP,ETP,,CRON,Euronext Paris,False,CRON.PA
FRANKLIN US MEGA CAP ETF,ETP,,US100,Euronext Paris,False,US100.PA
BNP EASY MSCI SM CAP,ETP,,USSMU,Euronext Paris,False,USSMU.PA
BNP EASY MSCI SM CAP,ETP,,USSM,Euronext Paris,False,USSM.PA
AMDI E CRP BD 1-5Y H C,ETP,,EBBU,Euronext Paris,False,EBBU.PA
BNP PAR EASY JPM TILT EMU-UC,ETP,,GEU7C,Euronext Paris,False,GEU7C.PA
AM GLOBAL AGG BO DR C,ETP,,GASR,Euronext Paris,False,GASR.PA
AM MSCI JPN SRI CLMT PA-EUIN,ETP,,JPHD,Euronext Paris,False,JPHD.PA
AMUNDI MSCI CHINA-ETF ACC,ETP,,LCCN,Euronext Paris,False,LCCN.PA
AM CR SP500 SP ETF EUR H ACC,ETP,,SPHC,Euronext Paris,False,SPHC.PA
AM MSCI EMERG EX CHINA-ETF A,ETP,,EMXC,Euronext Paris,False,EMXC.PA
AD FX 2028 EU GOVBB C,ETP,,FM28,Euronext Paris,False,FM28.PA
AM CR GLB A BD ETF EUR H ACC,ETP,,GAGH,Euronext Paris,False,GAGH.PA
AMD FX2026 EUGOVBD C,ETP,,FM26,Euronext Paris,False,FM26.PA
AMDI FX2027 EUGOVBB  ACC,ETP,,FM27,Euronext Paris,False,FM27.PA
AMD FX2029 EUGOVBB ACC,ETP,,FM29,Euronext Paris,False,FM29.PA
ISHRS SP 500S PEA UCITS ETF,ETP,,SPEA,Euronext Paris,True,SPEA.PA
BNPP S&P 500 II USD DIS,ETP,,EDEC,Euronext Paris,False,EDEC.PA
AMDI CAC40 C,ETP,,CA40,Euronext Paris,False,CA40.PA
AMDI EUR STX50II C,ETP,,MSES,Euronext Paris,False,MSES.PA
AMDI PEA NDQ-100 C,ETP,,PNAS,Euronext Paris,True,PNAS.PA
AMDI PEA S&P5 SC C,ETP,,PSPS,Euronext Paris,True,PSPS.PA
AMDI PEA EMERG ESG C,ETP,,PEMS,Euronext Paris,True,PEMS.PA
CNSH PHYS TOP 10 CRYP MK ETP,ETP,,CTEN,Euronext Paris,False,CTEN.PA
21SHARES HEDERA ETP,ETP,,HDRA,Euronext Paris,False,HDRA.PA
OSSIAM BRCL US SEC V-HEDIN1C,ETP,,CAPH,Euronext Paris,False,CAPH.PA
AMUD LBL ISR ACTIONS EMERG C,ETP,,ISRG,Euronext Paris,False,ISRG.PA
OSSIAM CAC 40 NR,ETP,,0CAC,Euronext Paris,False,0CAC.PA
AM MSCI WRLD ESG SEL ETF-EUR,ETP,,MWOS,Euronext Paris,False,MWOS.PA
YIELDMAX MSTR OPT IN STR ETC,ETP,,MSTY,Euronext Paris,False,MSTY.PA
AMUND S&P 500 EQ WG EUE-UEEH,ETP,,MWOQ,Euronext Paris,False,MWOQ.PA
AMUNDI EURO HY CORP BND ESGA,ETP,,HYCC,Euronext Paris,False,HYCC.PA
BNP PAR EASY EUR OVE UCIT-UA,ETP,,CASHE,Euronext Paris,False,CASHE.PA
OSSIAM MSCI EMU,ETP,,0EMU,Euronext Paris,False,0EMU.PA
VIRTUNE COINBASE 50 INDEX,ETP,,VRTC,Euronext Paris,False,VRTC.PA
FRANKLIN US TREAS 0-1 YR ETF,ETP,,FLUSA,Euronext Paris,False,FLUSA.PA
BNP EASY ALPHA WORLD,ETP,,QGLO,Euronext Paris,False,QGLO.PA
BNP EASY ALPHA WORLD,ETP,,QGLOE,Euronext Paris,False,QGLOE.PA
BNP EASY ALPHA EUROPE,ETP,,QEUR,Euronext Paris,False,QEUR.PA
BNP PARIBA EASY ALPHA ENH-UA,ETP,,QEIG,Euronext Paris,False,QEIG.PA
BNP EASY ALPHA US EQ,ETP,,QUSA,Euronext Paris,False,QUSA.PA
BNP EASY ALPHA US EQ,ETP,,QUSAE,Euronext Paris,False,QUSAE.PA
BNP EASY ALPHA G HY,ETP,,QGHY,Euronext Paris,False,QGHY.PA
BNP EASY US ESG ENH D,ETP,,AUSSH,Euronext Paris,False,AUSSH.PA
BNP PRIBS ESY ESG E WRLD ETF,ETP,,AWDSH,Euronext Paris,False,AWDSH.PA
BNP PRIBS ESY ESG E JAPN ETF,ETP,,AJASH,Euronext Paris,False,AJASH.PA
BNP EASY ALPHA USD CORP,ETP,,QUIG,Euronext Paris,False,QUIG.PA
21SHARES XDC NETWORK ETP,ETP,,XDCN,Euronext Paris,False,XDCN.PA
CM-AM EURO STOXX 50 UCIT ETF,ETP,,CM5E,Euronext Paris,False,CM5E.PA
FINEQIA BITCOIN YIELD ETP,ETP,,YBTC,Euronext Paris,False,YBTC.PA
ISHARES USD AAA CLO ACT U ET,ETP,,CLOR,Euronext Paris,False,CLOR.PA
OSSIAM MSCI EUROPE,ETP,,MEUR,Euronext Paris,False,MEUR.PA
OSSIAM GLOBAL PERSPECTIVES,ETP,,GLOB,Euronext Paris,False,GLOB.PA
BPE JEE GOV BD IG1 10Y UE-EA,ETP,,GE110,Euronext Paris,False,GE110.PA
BNPP EASY MSCI EMERGING,ETP,,BRIXU,Euronext Paris,False,BRIXU.PA
BNPP MSCI WORLD UCITS ETF,ETP,,WETFE,Euronext Paris,False,WETFE.PA
BNPP EASY ESG ENHANCED EMU,ETP,,AEMUS,Euronext Paris,False,AEMUS.PA
BNP PARIBAS EASY MSCI ACWI,ETP,,ALLC,Euronext Paris,False,ALLC.PA
BNP PARIBAS EASY MSCI WOR II,ETP,,GLOBU,Euronext Paris,False,GLOBU.PA
FRK EUROPEAN QUALITY DIV ETF,ETP,,DIVA,Euronext Paris,True,DIVA.PA
BNP PAR EASY JPM TIL EMU-EUR,ETP,,GE710,Euronext Paris,False,GE710.PA
AMUD MSCI EUROPE SCR ETF ACC,ETP,,EUSC,Euronext Paris,False,EUSC.PA
ISHARES JPM EM LCL GOV USD-A,ETP,,EMGA,Euronext Paris,False,EMGA.PA
21SHARES DYDX ETP,ETP,,DYDX,Euronext Paris,False,DYDX.PA
BNPP MSCI WORLD UCITS ETF,ETP,,WETF,Euronext Paris,False,WETF.PA
OSSIAM SR BARCLAYS CAPE ST,ETP,,SHTE,Euronext Paris,False,SHTE.PA
21SHARES ASI ETP,ETP,,AFET,Euronext Paris,False,AFET.PA
OSSIAM S&P500,ETP,,0USE,Euronext Paris,False,0USE.PA
OSSIAM SR BARCLAYS CAPE ST,ETP,,SHTU,Euronext Paris,False,SHTU.PA
BNPP EASY MSCI JAPAN MIN TE,ETP,,EJAGB,Euronext Paris,False,EJAGB.PA
AMUD MSCI WRLD (2X) LEVRGD,ETP,,LWLD,Euronext Paris,False,LWLD.PA
ISHARE MSCI WORLD SWAP PEA,ETP,,WPEH,Euronext Paris,True,WPEH.PA
VIRTUNE SUI ETP,ETP,,VRTU,Euronext Paris,False,VRTU.PA
BITWISE CELESTIA STAKING ETP,ETP,,TIAB,Euronext Paris,False,TIAB.PA
WT GLOBAL EFFICIENT CORE,ETP,,NTSG,Euronext Paris,False,NTSG.PA
WT EUROPE EQTY INCOME UCITS,ETP,,EEI,Euronext Paris,False,EEI.PA
WT URANIUM NUCLEAR ENERGY,ETP,,NCLR,Euronext Paris,False,NCLR.PA
WT EURZNE EFCNT CORE ETF,ETP,,NTSZ,Euronext Paris,False,NTSZ.PA
WISDOMTREE QUANTUM COMP ETF,ETP,,WQTM,Euronext Paris,False,WQTM.PA
BNP PAR EASY EUR OVE UCIT-UA,ETP,,CASHD,Euronext Paris,False,CASHD.PA
AMD MSCI WLD SCRD ETF,ETP,,WLSC,Euronext Paris,False,WLSC.PA
AMUD MSCI USA SCRD,ETP,,USAS,Euronext Paris,False,USAS.PA
OSSIAM MSCI WORLD,ETP,,0SWE,Euronext Paris,False,0SWE.PA
WT PHYSICAL STELLAR LUMENS,ETP,,WXLM,Euronext Paris,False,WXLM.PA
OFI INV US EQTY ACTIVE ETF,ETP,,OFIUS,Euronext Paris,False,OFIUS.PA
OFI INV EMU EQTY ACTIVE ETF,ETP,,OFIEU,Euronext Paris,False,OFIEU.PA
ISHAS IBO DEC 2029 T CC ETF,ETP,,IX29,Euronext Paris,False,IX29.PA
ISHAS IBO DEC 2035 T CC ETF,ETP,,IG35,Euronext Paris,False,IG35.PA
ISHARES IBON DEC 2035 TC ETF,ETP,,DI35,Euronext Paris,False,DI35.PA
ISHARE IBO DEC 2028 HYC ETF,ETP,,IU28,Euronext Paris,False,IU28.PA
ISHARES IBOND D29 HY CRP ETF,ETP,,IU29,Euronext Paris,False,IU29.PA
ISHA IBO DEC 2028 T CC ETF,ETP,,IX28,Euronext Paris,False,IX28.PA
AMUD EUROPEAN STRG AUTONOMY,ETP,,INDEP,Euronext Paris,True,INDEP.PA
21SHARES BITTENSOR ETP,ETP,,ATAO,Euronext Paris,False,ATAO.PA
21SHARES MAPLE FINANCE ETP,ETP,,SYRUP,Euronext Paris,False,SYRUP.PA
BNPP GLOB AGG BND SRI FF ETF,ETP,,EAGL,Euronext Paris,False,EAGL.PA
BNP PARIBAS EASY MSCI EUROPE,ETP,,UEFA,Euronext Paris,False,UEFA.PA
BNP PARIBAS EASY MSCI JAPAN,ETP,,FUJI,Euronext Paris,False,FUJI.PA
FRANKLIN CLEARBR US SMLL ETF,ETP,,USMID,Euronext Paris,False,USMID.PA
BNP PARIBAS BBG US TREASURY,ETP,,USGOV,Euronext Paris,False,USGOV.PA
BNP PARIBAS BBG US TRE 1-3,ETP,,UST13,Euronext Paris,False,UST13.PA
BNPP GLOB AGG BND SRI FF ETF,ETP,,GAGE,Euronext Paris,False,GAGE.PA
ODDO BHF GLOB EQU UCITS ETF,ETP,,OBGE,Euronext Paris,False,OBGE.PA
ODDO BFH US EQUI UCITS ETF,ETP,,OBUS,Euronext Paris,False,OBUS.PA
ODDO BFH GL BA ALL UCITS ETF,ETP,,OBBA,Euronext Paris,False,OBBA.PA
OSSIAM BBG WRLD PAB UCITS EU,ETP,,OP9E,Euronext Paris,False,OP9E.PA
AMUD FX MAT 2030 GOVEB,ETP,,FM30,Euronext Paris,False,FM30.PA
YIELDMAX ULTY UOIS ETC,ETP,,ULTE,Euronext Paris,False,ULTE.PA
21SHARES CANTON NETWORK ETP,ETP,,CANTN,Euronext Paris,False,CANTN.PA
WT PHYSICAL LIDO STAKED ETH,ETP,,LSTE,Euronext Paris,False,LSTE.PA
21SHARES MORPHO ETP,ETP,,MORPH,Euronext Paris,False,MORPH.PA
ISHARES EUR STS PEA ETF,ETP,,EPEA,Euronext Paris,True,EPEA.PA
BNP PARIBAS EASY MSCI ACWI,ETP,,ALLCE,Euronext Paris,False,ALLCE.PA
INDEPENDA AM EUROP MID-CEA,ETP,,IEMID,Euronext Paris,False,IEMID.PA
BNPP EASY MSCI EMU,ETP,,EUZON,Euronext Paris,False,EUZON.PA
TOBAM GLBL BLOCKCHAIN EF-ETF,ETP,,BBLOK,Euronext Paris,False,BBLOK.PA
BNPP EASY MSCI USA,ETP,,BIGUS,Euronext Paris,False,BIGUS.PA
AMUNDI US TREASURY BOND 3-7Y,ETP,,US37C,Euronext Paris,False,US37C.PA
AMUNDI MDAX UCITS ETF,ETP,,MDX,Euronext Paris,False,MDX.PA
BNP PARI EASY MSCI USA ETF,ETP,,BGUS,Euronext Paris,False,BGUS.PA
BNPP EASY MSCI EMERG,ETP,,BRIX,Euronext Paris,False,BRIX.PA
BNPP EASY MSCI WORLD II,ETP,,GLOBD,Euronext Paris,False,GLOBD.PA
BNP PARBS ESY EMRG CHINA ETF,ETP,,EMGXC,Euronext Paris,False,EMGXC.PA
BNPP EASY MSCI EM X CHINA,ETP,,EMEXC,Euronext Paris,False,EMEXC.PA
BNPP EASY MSCI WORLD II,ETP,,GLOEU,Euronext Paris,False,GLOEU.PA
21SHARES JITO STAKED SOL ETP,ETP,,JSOL,Euronext Paris,False,JSOL.PA
BNP PARIBAS EASY II NASDAQ 1,ETP,,ANAU,Euronext Paris,False,ANAU.PA
WT PHYS AI HUMAN & DRONE,ETP,,WPAI,Euronext Paris,False,WPAI.PA
HSBC FTSE EPRA DEV ISL USD A,ETP,,HINS,Euronext Paris,False,HINS.PA
BNPP EASY BBG US T 7-10,ETP,,UST71,Euronext Paris,False,UST71.PA
BNPP EASY BBG US T 3-7,ETP,,UST37,Euronext Paris,False,UST37.PA
WISDOMTREE MEGATRENDS,ETP,,WMGT,Euronext Paris,False,WMGT.PA
WT BLOCKCHAIN UCITS ETF USDA,ETP,,WBLK,Euronext Paris,False,WBLK.PA
WITR SM AND RE MINE UC ET-US,ETP,,RARE,Euronext Paris,False,RARE.PA
WT BROAD COMDTY UCITS USD A,ETP,,PCOM,Euronext Paris,False,PCOM.PA
WT GLB EX-USA QLTY DIV GRWTH,ETP,,XUSA,Euronext Paris,False,XUSA.PA
WISDOMTREE SRTG ME UCITS ETF,ETP,,WENU,Euronext Paris,False,WENU.PA
21SHARES STRATEGY YIELD ETP,ETP,,STRC,Euronext Paris,False,STRC.PA
BNP PARI JPM EMU GB IG 0-1Y,ETP,,GE01,Euronext Paris,False,GE01.PA
WSDMTREE EURP INFRSTRCTR ETF,ETP,,WBLD,Euronext Paris,False,WBLD.PA
BNP EASY EUR OVERNIGHT PEA,ETP,,OVNI,Euronext Paris,True,OVNI.PA
WISDOMTREE TECH MGTRDS ETF,ETP,,TMGT,Euronext Paris,False,TMGT.PA
WISDOMTREE ASIA DEFENCE,ETP,,WDAF,Euronext Paris,False,WDAF.PA
WISDOMTREE GLOBAL DEFENCE,ETP,,WDGF,Euronext Paris,False,WDGF.PA
EXANE EQT SLT EURP-UCITS ETF,ETP,,EXS,Euronext Paris,False,EXS.PA
WISDOMTREE TRUE EMER MAR ETF,ETP,,WEM,Euronext Paris,False,WEM.PA
AMUD BITCOIN ETP,ETP,,BTCA,Euronext Paris,False,BTCA.PA
OSSIAM MSCI CANADA,ETP,,0UCA,Euronext Paris,False,0UCA.PA
IMGP SIRS ABSLT RTRN FND/ETF,ETP,,SARF,Euronext Paris,False,SARF.PA
BNP PBS JPM GBL GVT BD - ACC,ETP,,IGOV,Euronext Paris,False,IGOV.PA
BNPP EASY MSCI WORLD EX USA,ETP,,NOUSA,Euronext Paris,False,NOUSA.PA
BNPP EASY MSCI WORLD EX USA,ETP,,NOUSD,Euronext Paris,False,NOUSD.PA
AMUNDI NAS-100 TRGT INC-DIST,ETP,,NSDT,Euronext Paris,False,NSDT.PA
S14 CONVICTIONS - A,ETP,,S14CONV,Euronext Paris,False,S14CONV.PA
BITWISE PHYSICAL XRP ETP,ETP,,GXRP,Euronext Paris,False,GXRP.PA
BITWISE ETHEREUM STAKING ETP,ETP,,ET32,Euronext Paris,False,ET32.PA
BITWISE SOLANA STAKING ETP,ETP,,BSOL,Euronext Paris,False,BSOL.PA
AMNDI ER STOXX 50 TGT - DIST,ETP,,MSET,Euronext Paris,False,MSET.PA
BNP PRBS ES ERP EB JUN - ACC,ETP,,BFRM,Euronext Paris,False,BFRM.PA
BNP PRIBS ESY MNGD FTR - ACC,ETP,,FOLOW,Euronext Paris,False,FOLOW.PA
BNP EASY GLB E L/S ETF ACC,ETP,,SLEEK,Euronext Paris,False,SLEEK.PA
BNP EASY EQ PREM INC ETF ACC,ETP,,PRINT,Euronext Paris,False,PRINT.PA
