name,type,isin,ticker_euronext,market,eligible_pea,yahoo_ticker
AMUNDI MSCI EM LATIN AME ETF,ETP,,ALAU,Euronext Paris,False,ALAU.PA
AMUNDI MSCI EM LATIN AME ETF,ETP,,ALAT,Euronext Paris,False,ALAT.PA
AMUNDI ETF MSCI SWITZERLAND,ETP,,CSW,Euronext Paris,False,CSW.PA
AMUNDI ETF MSCI SWITZERLAND,ETP,,CSWC,Euronext Paris,False,CSWC.PA
AM S&P 500 SWAP ETF EUR ACC,ETP,,500,Euronext Paris,False,500.PA
AM S&P 500 SWAP ETF USD ACC,ETP,,500U,Euronext Paris,False,500U.PA
AM S&P 500 SWP ETF EUR H ACC,ETP,,500H,Euronext Paris,False,500H.PA
AMUNDI RUSSELL 2000 UCITS ET,ETP,,RS2K,Euronext Paris,False,RS2K.PA
AMUNDI RUSSELL 2000 UCITS ET,ETP,,RS2U,Euronext Paris,False,RS2U.PA
AMUNDI JPX-NIKKEI 400 UCITS,ETP,,JPNK,Euronext Paris,False,JPNK.PA
AMUNDI JPX-NIKKEI 400 UCITS,ETP,,JPNY,Euronext Paris,False,JPNY.PA
AMUNDI JPX-NIKKEI 400 UCITS,ETP,,JPHE,Euronext Paris,False,JPHE.PA
AMUNDI JPX-NIKKEI 400 UCITS,ETP,,JPHU,Euronext Paris,False,JPHU.PA
AMUNDI JPX-NIKKEI 400 UCITS,ETP,,JPHG,Euronext Paris,False,JPHG.PA
AMUNDI JPX-NK 400 HGD CH ETF,ETP,,JPHC,Euronext Paris,False,JPHC.PA
AMUNDI MSCI EURP QLT FCT ETF,ETP,,QCEU,Euronext Paris,False,QCEU.PA
AMUNDI MSCI EUROPE MOM FACT,ETP,,MCEU,Euronext Paris,False,MCEU.PA
AM EURO LR IG GOV BD ETF ACC,ETP,,X1G,Euronext Paris,False,X1G.PA
AMUNDI EURO GOV TILT GRN BON,ETP,,CB3,Euronext Paris,False,CB3.PA
AM EURO LR IG GV BD ETF DIST,ETP,,X1GD,Euronext Paris,False,X1GD.PA
AM EURO LR IG GV BD 1-3Y ACC,ETP,,X13G,Euronext Paris,False,X13G.PA
AMUNDI EUR CORP BOND EUR C,ETP,,CC4,Euronext Paris,False,CC4.PA
AMUNDI EURO HIGH YIELD BOND,ETP,,AHYE,Euronext Paris,False,AHYE.PA
AMUNDI EUR FLOAT RATE CORP B,ETP,,AFRN,Euronext Paris,False,AFRN.PA
AMUNDI USD FLOATING RATE COR,ETP,,AFLT,Euronext Paris,False,AFLT.PA
AMUNDI FLOAT RATE USD CP-C,ETP,,AFLE,Euronext Paris,False,AFLE.PA
AM MSCI WORLD SP ETF USD ACC,ETP,,CW8U,Euronext Paris,False,CW8U.PA
AM MSCI WORLD SP ETF EUR ACC,ETP,,CW8,Euronext Paris,False,CW8.PA
AMUNDI STOXX EUROPE 600 ESG,ETP,,C6E,Euronext Paris,False,C6E.PA
AMUNDI  MSCI WORLD EX EUR,ETP,,CE8,Euronext Paris,False,CE8.PA
AM MSCI EMS SWAP ETF EUR ACC,ETP,,AEEM,Euronext Paris,False,AEEM.PA
AM MSCI EMS SWAP ETF USD ACC,ETP,,AUEM,Euronext Paris,False,AUEM.PA
AMUNDI JAPTPIX EUR H,ETP,,TPXH,Euronext Paris,False,TPXH.PA
AMUNDI JAP TOPIX UC-EUR,ETP,,TPXE,Euronext Paris,False,TPXE.PA
AMUNDI JAP TOPIX UC-JPY,ETP,,TPXY,Euronext Paris,False,TPXY.PA
AMUNDI JAP TOPIX UC-USD,ETP,,TPHU,Euronext Paris,False,TPHU.PA
AMUNDI JAP TOPIX UC-GBP,ETP,,TPHG,Euronext Paris,False,TPHG.PA
AMUNDI JAP TOPIX UC-CHF,ETP,,TPHC,Euronext Paris,False,TPHC.PA
AMUN MC TECH UCITS ETF-EUR C,ETP,,CC1,Euronext Paris,False,CC1.PA
AMUN MC T ESG UCIT ETF-USD C,ETP,,CC1U,Euronext Paris,False,CC1U.PA
AMUNDI MSCI ERP VALUE FACTOR,ETP,,CV9,Euronext Paris,False,CV9.PA
AM MSCI IN SP II ETF EUR ACC,ETP,,CI2,Euronext Paris,False,CI2.PA
AM MSCI IN SP II ETF USD ACC,ETP,,CI2U,Euronext Paris,False,CI2U.PA
AMUNDI PEA MSCI USA ESG SEL,ETP,,CU2,Euronext Paris,True,CU2.PA
AMU PE MS US ES SE UC ET-USD,ETP,,CU2U,Euronext Paris,False,CU2U.PA
AM NASDAQ-100 SP ETF EUR ACC,ETP,,ANX,Euronext Paris,False,ANX.PA
AM NASDAQ-100 SP ETF USD ACC,ETP,,ANXU,Euronext Paris,False,ANXU.PA
AM NSDQ-100 SP ETF EUR H ACC,ETP,,NDXH,Euronext Paris,False,NDXH.PA
AMUNDI MSCI EE XR-USD,ETP,,CE9U,Euronext Paris,False,CE9U.PA
AMUNDI MSCI WRLD EX EUR,ETP,,CE8USD,Euronext Paris,False,CE8USD.PA
AM USD EMS GOV BOND ETF ACC,ETP,,AGEB,Euronext Paris,False,AGEB.PA
AM EURO GV BND HR IG ETF ACC,ETP,,AM3A,Euronext Paris,False,AM3A.PA
AM USD CORP BOND ESG C,ETP,,UCRP,Euronext Paris,False,UCRP.PA
AMUNDI MSCI ERP HI DIV-C,ETP,,CD9,Euronext Paris,False,CD9.PA
AMUNDI S&P 500 BUYBACK,ETP,,BYBE,Euronext Paris,False,BYBE.PA
AM GLOBAL LUXURY ETF EUR ACC,ETP,,GLUX,Euronext Paris,False,GLUX.PA
AMUNDI S&P 500 BUYBACK,ETP,,BYBU,Euronext Paris,False,BYBU.PA
AM GLOBAL LUXURY ETF USD ACC,ETP,,LUXU,Euronext Paris,False,LUXU.PA
AMUNDI CAC 40 ESG UCITS E-UE,ETP,,C40,Euronext Paris,False,C40.PA
AMUNDI CAC 40 ESG UCITS E-UE,ETP,,C4D,Euronext Paris,False,C4D.PA
AM CR EUR STX 50 ETF EUR ACC,ETP,,C50,Euronext Paris,False,C50.PA
AM CR EURO ST 50 ETF EUR DIS,ETP,,CD5,Euronext Paris,False,CD5.PA
AM CR EUR STX 50 ETF USD ACC,ETP,,C50U,Euronext Paris,False,C50U.PA
AMUNDI MSCI EMU ESG SELECT,ETP,,CMU,Euronext Paris,False,CMU.PA
AMUNDI ID MSCI JPN ESG BROAD,ETP,,CJ1,Euronext Paris,False,CJ1.PA
AMUNDI MSCI PAC EXJ SRI PA-C,ETP,,CP9,Euronext Paris,False,CP9.PA
AMUNDI MSCI PAC EXJ SRI PA-C,ETP,,CP9U,Euronext Paris,False,CP9U.PA
AMUNDI FTSE EPRA EUR RL EST,ETP,,EPRE,Euronext Paris,False,EPRE.PA
AMUND ITALY MIB ESG UC E-UEA,ETP,,FMI,Euronext Paris,False,FMI.PA
AMUN GL BIO UCIT ETF-EUR C,ETP,,CWE,Euronext Paris,False,CWE.PA
AMUNDI MSCI EUROPE GROWTH,ETP,,CG9,Euronext Paris,False,CG9.PA
AMUN GL B ESG UCIT ETF-USD C,ETP,,CWEU,Euronext Paris,False,CWEU.PA
AMUNDI MS R&AI ESG UCITS ETF,ETP,,GOAI,Euronext Paris,False,GOAI.PA
AMUNDI MSCI EUROPE SRI P-A,ETP,,EUSRI,Euronext Paris,False,EUSRI.PA
BNP EASY MSCI EM SRI C,ETP,,EMIS,Euronext Paris,False,EMIS.PA
AM EUR CO BD CPA ETF A,ETP,,CRP,Euronext Paris,False,CRP.PA
AMUNDI EUR CORPORATE BOND EX,ETP,,CNB,Euronext Paris,False,CNB.PA
AM US T BOND LONG D-ETF ACC,ETP,,US10,Euronext Paris,False,US10.PA
AMUNDI EURO HY CORP BND ESGI,ETP,,YIEL,Euronext Paris,False,YIEL.PA
AM EURO STOXX BANKS-ETF ACC,ETP,,BNKE,Euronext Paris,False,BNKE.PA
AM EU HR M-W G BD 1-3Y-ETF A,ETP,,MA13,Euronext Paris,False,MA13.PA
AM EU HR M-W G BD 3-5Y-ETF A,ETP,,MA35,Euronext Paris,False,MA35.PA
AMUNDI EUR GOV BOND 25+Y ACC,ETP,,MTH,Euronext Paris,False,MTH.PA
AM MSCI ALL C WRLD-ETF E ACC,ETP,,ACWI,Euronext Paris,False,ACWI.PA
AMUNDI FTSE EPRA EUR RL EST,ETP,,MEH,Euronext Paris,False,MEH.PA
AM PEA S&P 500 U ETF-D HDG E,ETP,,PSPH,Euronext Paris,True,PSPH.PA
AMUNDI PEA EURO COURT TERME,ETP,,OBLI,Euronext Paris,True,OBLI.PA
AM I MSCI EM M SRI CPA,ETP,,EMSRI,Euronext Paris,False,EMSRI.PA
AMUNDI FLOT R EUR COR 1-3,ETP,,AFRHG,Euronext Paris,False,AFRHG.PA
AMUNDI FLOT R EUR COR 1-3,ETP,,AFRHU,Euronext Paris,False,AFRHU.PA
BNP PARIBAS EASY EUR CORP-UA,ETP,,SRIC,Euronext Paris,False,SRIC.PA
AM CR NASDAQ-100 SWP ETF ACC,ETP,,UST,Euronext Paris,False,UST.PA
AMUNDI EURSTX600 TECHNLG,ETP,,TNO,Euronext Paris,False,TNO.PA
AMUNDI EURSTX600 TELECOM,ETP,,TELE,Euronext Paris,False,TELE.PA
AMUNDI EURSTX600 UTILITIES,ETP,,UTI,Euronext Paris,False,UTI.PA
AMUNDI STX600 CONS STAPL ACC,ETP,,FOO,Euronext Paris,False,FOO.PA
AMUNDI EURSTX600 HEALTHCARE,ETP,,HLT,Euronext Paris,False,HLT.PA
AMUNDI STOXX EUROPE 600 ENER,ETP,,ENRG,Euronext Paris,False,ENRG.PA
AMUNDI EURSTX600 BANKS,ETP,,BNK,Euronext Paris,False,BNK.PA
AMUNDI STX600 BASIC RSRCES,ETP,,BRES,Euronext Paris,False,BRES.PA
AMUNDI PRI GBL UCITS ETF DR,ETP,,PR1W,Euronext Paris,False,PR1W.PA
AMUNDI CAC 40,ETP,,CACC,Euronext Paris,False,CACC.PA
AMUNDI STX EUR600 CODIS ACC,ETP,,TRV,Euronext Paris,False,TRV.PA
AMUNDI STX600 INDUSTRIAL ACC,ETP,,IND,Euronext Paris,False,IND.PA
AMUNDI EURSTX600 INSURANCE,ETP,,INS,Euronext Paris,False,INS.PA
AMUNDI STX600 BASIC MATE ACC,ETP,,CHM,Euronext Paris,False,CHM.PA
AM MSCI CH ESG SEL EX-ETF A,ETP,,ASI,Euronext Paris,False,ASI.PA
AM BB EQ-W COM EX-AGRI-ETF A,ETP,,COMO,Euronext Paris,False,COMO.PA
AM MSCI AC APAC EX JPN-ETF A,ETP,,AEJ,Euronext Paris,False,AEJ.PA
AMUNDI MSCI KOREA-ETF A,ETP,,KRW,Euronext Paris,False,KRW.PA
AMUNDI MSCI SEMICONDUCTORS E,ETP,,CHIP,Euronext Paris,False,CHIP.PA
AM MSCI AC ASIA EX JPN-ETF A,ETP,,APX,Euronext Paris,False,APX.PA
AM MSCI EU ESG SEL -ETF A,ETP,,ESGE,Euronext Paris,False,ESGE.PA
AM MSCI EAST EUR EX RU-ETF A,ETP,,CEC,Euronext Paris,False,CEC.PA
AMUNDI MSCI TURKEY-ETF A,ETP,,TUR,Euronext Paris,False,TUR.PA
AMUNDI MSCI BRAZIL-ETF ACC,ETP,,RIO,Euronext Paris,False,RIO.PA
AMUNDI MSCI INDONESIA-ETF A,ETP,,INDO,Euronext Paris,False,INDO.PA
BNP PARIBAS EASY EUR PB-UEUA,ETP,,SRIEC,Euronext Paris,False,SRIEC.PA
BNP PAR EASY MSCI JAP SRI-UA,ETP,,SRIJC,Euronext Paris,False,SRIJC.PA
BNP EASY MSCI USA SRI C,ETP,,EKLDC,Euronext Paris,False,EKLDC.PA
SPDR S&P 500 LOW VOLATILITY,ETP,,LOWV,Euronext Paris,False,LOWV.PA
AM PEA MSCI EUROPE U ETF ACC,ETP,,PCEU,Euronext Paris,True,PCEU.PA
AMUNDI PEA S&P 500 SC UCITS,ETP,,PE500,Euronext Paris,True,PE500.PA
AMD PE S&P500 SCR UC ETF-EHA,ETP,,P500H,Euronext Paris,False,P500H.PA
AMUNDI PEA US TECH SC UCITS,ETP,,PANX,Euronext Paris,True,PANX.PA
AM PEA MSCI EM ESG TRN ETF-E,ETP,,PAEEM,Euronext Paris,True,PAEEM.PA
AM PEA MSCI EM AS SCR ETF-EA,ETP,,PAASI,Euronext Paris,True,PAASI.PA
AM PEA MSCI EM LTN AM ETF-EA,ETP,,PALAT,Euronext Paris,True,PALAT.PA
AM PEA JP TOPIX ETF EUR ACC,ETP,,PTPXE,Euronext Paris,True,PTPXE.PA
AM PEA JP TOPIX ETF EUR H AC,ETP,,PTPXH,Euronext Paris,True,PTPXH.PA
BNPEASY CIRCULAR ECONOMY ETF,ETP,,REUSE,Euronext Paris,True,REUSE.PA
AMUNDI PHYSICAL GOLD ETC,ETP,,GOLD,Euronext Paris,False,GOLD.PA
AM EUR CORP BOND 0-3 C,ETP,,ECRP3,Euronext Paris,False,ECRP3.PA
AM CR USD CORP BOND ETF ACC,ETP,,PR1P,Euronext Paris,False,PR1P.PA
AM US CURV STEEP 2-10Y-ETF A,ETP,,STPU,Euronext Paris,False,STPU.PA
AMUNDI MSCI SMART CITIES,ETP,,SCITY,Euronext Paris,False,SCITY.PA
BNPP ESY CBP PAB1-3Y UCS-EEI,ETP,,SRIC3,Euronext Paris,False,SRIC3.PA
BNP PARIBAS EASY EUR CORP-UI,ETP,,SRIC5,Euronext Paris,False,SRIC5.PA
BNP EASY EPRA EUR GREEN CTB,ETP,,GREAL,Euronext Paris,False,GREAL.PA
BNP PAR EAS MSCI EMU SRI-EUR,ETP,,MUSRI,Euronext Paris,False,MUSRI.PA
AM MS EM ES SL-UC ET DR-DEUR,ETP,,CMUD,Euronext Paris,False,CMUD.PA
AMUNDI MSCI EMER MKT SRI P-D,ETP,,MSDU,Euronext Paris,False,MSDU.PA
AMUNDI PRIME EUROPE UCITS C,ETP,,PRAE,Euronext Paris,False,PRAE.PA
AMUNDI PRIME EURZONE UCITS C,ETP,,PRAZ,Euronext Paris,False,PRAZ.PA
AMUNDI PRIME JAPAN UCITS C,ETP,,PRAJ,Euronext Paris,False,PRAJ.PA
AMUNDI PRIME USA UCITS C,ETP,,PRAU,Euronext Paris,False,PRAU.PA
AM CR EUR CORP BOND ETF ACC,ETP,,PRAC,Euronext Paris,False,PRAC.PA
AMUNDI PRI GLB GOV B ETF-ACC,ETP,,PRAG,Euronext Paris,False,PRAG.PA
AMU CR US TRE BD UCI ETF-DUA,ETP,,PRAS,Euronext Paris,False,PRAS.PA
AMUNDI USD CORPORATE BOND-C,ETP,,PRAP,Euronext Paris,False,PRAP.PA
AM MSCI WORLD ESG UNI SELECT,ETP,,SBIW,Euronext Paris,False,SBIW.PA
AM MSCI USA ESG UNIV SELECT,ETP,,SBIU,Euronext Paris,False,SBIU.PA
AM MSCI EURP ESG UNIV SELECT,ETP,,SBIE,Euronext Paris,False,SBIE.PA
AM MSCI EMU ESG UNIV SELECT,ETP,,SBIZ,Euronext Paris,False,SBIZ.PA
AM MSCI WRLD ESG LEAD SELECT,ETP,,SADW,Euronext Paris,False,SADW.PA
AMUN MSCI EMU CPA,ETP,,EESG,Euronext Paris,False,EESG.PA
SS SP MSCI JAP UCI ETF-JP UH,ETP,,JPJY,Euronext Paris,False,JPJY.PA
AMUNDI MSCI DIGITAL ECONOMY,ETP,,EBUY,Euronext Paris,False,EBUY.PA
AMUD MSCI SMR MBLTY UCITS-UA,ETP,,ELCR,Euronext Paris,False,ELCR.PA
AMUNDI MSCI DISRUPT TECH ESG,ETP,,UNIC,Euronext Paris,False,UNIC.PA
AMUNDI MSCI MILLENIALS ESG,ETP,,MILL,Euronext Paris,False,MILL.PA
WT BRENT CRUDE OIL,ETP,,BRNT,Euronext Paris,False,BRNT.PA
AMUNDI MSCI USA SRI PAB-B,ETP,,USRIH,Euronext Paris,False,USRIH.PA
AM CR MSCI EMU UCITS ETF ACC,ETP,,MFEC,Euronext Paris,False,MFEC.PA
AM MSCI EM ESG SELECT,ETP,,SADM,Euronext Paris,False,SADM.PA
AMUNDI MSCI EUR CPA BROAD,ETP,,LWCE,Euronext Paris,False,LWCE.PA
AMD MSCI EMU CLI PA ETF-ACC,ETP,,PABZ,Euronext Paris,False,PABZ.PA
HSBC USA SCREENED EQUITY ETF,ETP,,HSUD,Euronext Paris,False,HSUD.PA
AMUNDI US TREASURY BOND 0-1Y,ETP,,PR1T,Euronext Paris,False,PR1T.PA
AM EURO AGG BOND C,ETP,,EGRI,Euronext Paris,False,EGRI.PA
AM PRIM UK MID AND SMALL CAP,ETP,,PRUK,Euronext Paris,False,PRUK.PA
AM S&P EZONE CPA AM-ETF A,ETP,,EPAB,Euronext Paris,False,EPAB.PA
AM US TREAS BOND 0-1Y EURH,ETP,,PR1H,Euronext Paris,False,PR1H.PA
AM US TREAS BOND 0-1Y MXNH,ETP,,PR1TX,Euronext Paris,False,PR1TX.PA
BNP EASY BLUE ECONOMY ESG,ETP,,BLUE,Euronext Paris,False,BLUE.PA
HSBC EM SCREEND EQUITY ETF,ETP,,HSEM,Euronext Paris,False,HSEM.PA
AMUN MSCI JAPAN SRI PAB,ETP,,JARI,Euronext Paris,False,JARI.PA
AM PRI EU GO BD 0-1Y ETF-DRC,ETP,,PRAB,Euronext Paris,False,PRAB.PA
AM MSCI USA ESG LEAD SLCT HE,ETP,,SADH,Euronext Paris,False,SADH.PA
HSBC UK SCREENED EQUITY ETF,ETP,,HSUK,Euronext Paris,False,HSUK.PA
AM DAX 50 ESG UCITS ETF DR,ETP,,DECD,Euronext Paris,False,DECD.PA
HSBC HANG SENG TECH UCITS ET,ETP,,HSTE,Euronext Paris,False,HSTE.PA
AM MSC JP SR CLMT PA-UC EUHA,ETP,,JPXH,Euronext Paris,False,JPXH.PA
BNPP ESY JPM EM GD CMP-UE UA,ETP,,EMBI,Euronext Paris,False,EMBI.PA
BNPP ESY JP EM GD CM-UE H EA,ETP,,EMBH,Euronext Paris,False,EMBH.PA
BNP PARIB EASY JPM TILTED-UC,ETP,,GEMU,Euronext Paris,False,GEMU.PA
AM MSCI EM ETF DR USD D,ETP,,AEMU,Euronext Paris,False,AEMU.PA
BNP EASY EUR HY SRI,ETP,,HYSRI,Euronext Paris,False,HYSRI.PA
BNP EASY EUR HY SRI D,ETP,,HSRID,Euronext Paris,False,HSRID.PA
AMUNDI US CORP SRI DR EUR HE,ETP,,UCRH,Euronext Paris,False,UCRH.PA
AMUNDI EURO CORP CLIMATE PAB,ETP,,PABC,Euronext Paris,False,PABC.PA
AM EUR CORP B 0-1Y ESG - C,ETP,,ECR1,Euronext Paris,False,ECR1.PA
AMUN MSCI JAPAN ESG BR CTB,ETP,,JUPI,Euronext Paris,False,JUPI.PA
AM MSCI WORLD FIN-ETF E ACC,ETP,,FINSW,Euronext Paris,False,FINSW.PA
AMUNDI MSCI ER ESG SLC-H EUR,ETP,,ESGH,Euronext Paris,False,ESGH.PA
AMI MI NEY ESG SR UCTS ETF-A,ETP,,NRJC,Euronext Paris,False,NRJC.PA
WISDOMTREE PHYSICAL BITCOIN,ETP,,WBTC,Euronext Paris,False,WBTC.PA
WISDOMTREE PHYSICAL ETHEREUM,ETP,,WETH,Euronext Paris,False,WETH.PA
21SHARES BITCOIN SINGLE,ETP,,ABTC,Euronext Paris,False,ABTC.PA
21SHARES ETHEREUM STAKING ET,ETP,,AETH,Euronext Paris,False,AETH.PA
21SHARES SHORT BITCOIN ETP,ETP,,SBTC,Euronext Paris,False,SBTC.PA
VANECK ETHEREUM ETN,ETP,,VETH,Euronext Paris,False,VETH.PA
VANECK BITCOIN ETN,ETP,,VBTC,Euronext Paris,False,VBTC.PA
BITWISE PHYSICAL ETH ETP,ETP,,ZETH,Euronext Paris,False,ZETH.PA
BITWISE PHYSICAL BITCOIN ETP,ETP,,BTCE,Euronext Paris,False,BTCE.PA
DDA PHYSICAL BITCOIN ETP,ETP,,XBTI,Euronext Paris,False,XBTI.PA
AM INDEX US GOV INFL BOND,ETP,,UIFH,Euronext Paris,False,UIFH.PA
AM US TREASURY 7-10 HEDG ETF,ETP,,7USH,Euronext Paris,False,7USH.PA
AM IND EUR CORP SRI 0-3 MXN,ETP,,ECRHX,Euronext Paris,False,ECRHX.PA
COINSHARES BITCOIN ETP,ETP,,BITC,Euronext Paris,False,BITC.PA
COINSHARES ETHEREUM STAK ETP,ETP,,CETH,Euronext Paris,False,CETH.PA
AM MSCI W SPII ETF EUR H ACC,ETP,,WLDHC,Euronext Paris,False,WLDHC.PA
BNP EASY EU GROWTH,ETP,,EGRO,Euronext Paris,False,EGRO.PA
BNP EASY LW CARBON WD PAB,ETP,,LCWLD,Euronext Paris,False,LCWLD.PA
AMUNDI GLB AGG BOND HDG GBP,ETP,,AGHG,Euronext Paris,False,AGHG.PA
AMUNDI JP MRG GBI GL GV-GBPH,ETP,,GOVG,Euronext Paris,False,GOVG.PA
AM EURO GOV GREEN BD-ETF A,ETP,,ERTH,Euronext Paris,False,ERTH.PA
BNP EASY MSCI CHINA ESG U,ETP,,CHINU,Euronext Paris,False,CHINU.PA
BNP EASY MSCI CHINA ESG E,ETP,,CHINE,Euronext Paris,False,CHINE.PA
AMUN MSCI EM ASIA SRI CPA,ETP,,SADA,Euronext Paris,False,SADA.PA
AM PRIME EM MARKETS DR C,ETP,,PRAM,Euronext Paris,False,PRAM.PA
AMDI CORP PROC BOND-ETF ACC,ETP,,PLAN,Euronext Paris,False,PLAN.PA
AMUNDI MSCI UK IMI SRI PAB-D,ETP,,CUIK,Euronext Paris,False,CUIK.PA
AM MSCI WORLD UMW ETF DR,ETP,,PABV,Euronext Paris,False,PABV.PA
AM S&P EU ZONE DVD AR SC-EA,ETP,,EDIV,Euronext Paris,False,EDIV.PA
LYXOR US TREASURY 7-10Y DR-H,ETP,,U710H,Euronext Paris,False,U710H.PA
AMUNDI US TREASURY BOND 1-3Y,ETP,,U13HK,Euronext Paris,False,U13HK.PA
AM UST BD LG DT-ETF HK HD,ETP,,U10HK,Euronext Paris,False,U10HK.PA
21SHARES SOLANA STAKING ETP,ETP,,ASOL,Euronext Paris,False,ASOL.PA
21SHARES POLKADOT ETP,ETP,,ADOT,Euronext Paris,False,ADOT.PA
VANECK SOLANA ETN,ETP,,VSOL,Euronext Paris,False,VSOL.PA
VANECK TRON ETN,ETP,,VTRX,Euronext Paris,False,VTRX.PA
VANECK POLKADOT ETN,ETP,,VDOT,Euronext Paris,False,VDOT.PA
AM US TREAS BOND 0-1Y MXNH2,ETP,,PR1MX,Euronext Paris,False,PR1MX.PA
AMUN MSCI EMU SRI GBP-C,ETP,,EAHG,Euronext Paris,False,EAHG.PA
21SHARES BINANCE COIN ETP,ETP,,BNBA,Euronext Paris,False,BNBA.PA
21SHARES XRP ETP,ETP,,AXRP,Euronext Paris,False,AXRP.PA
21SHARES TEZOS ETP,ETP,,AXTZ,Euronext Paris,False,AXTZ.PA
21SHARES STELLAR ETP,ETP,,AXLM,Euronext Paris,False,AXLM.PA
21SHARES BITCOIN CASH ETP,ETP,,ABCH,Euronext Paris,False,ABCH.PA
AM MSCI CH ESG SELECT C,ETP,,CNEG,Euronext Paris,False,CNEG.PA
AM MSCI EX CHINA ESG SELECT,ETP,,EMXU,Euronext Paris,False,EMXU.PA
MELANION BTC EQUIT UCITS ETF,ETP,,BTC,Euronext Paris,False,BTC.PA
AMUNDI MSCI EUROPE SRI P-D,ETP,,ACU7,Euronext Paris,False,ACU7.PA
AMUNDI MSCI EMER MKT SRI P-D,ETP,,ACUG,Euronext Paris,False,ACUG.PA
BITWISE PHYSCL LITECOIN ETP,ETP,,ELTC,Euronext Paris,False,ELTC.PA
AMUNDI S&P 500 ETF USD D,ETP,,500D,Euronext Paris,False,500D.PA
AM GL CORP SRI 1-5 Y H GBP C,ETP,,GCSG,Euronext Paris,False,GCSG.PA
ISHARES SMART CITY INFR USDA,ETP,,CITY,Euronext Paris,False,CITY.PA
WISDOMTREE PHYSICAL CRYPTO M,ETP,,MEGA,Euronext Paris,False,MEGA.PA
WISDOMTREE PHY CRPT MEGA CAP,ETP,,BLOC,Euronext Paris,False,BLOC.PA
WISDOMTREE PHYSICAL CRYPTO A,ETP,,ALTC,Euronext Paris,False,ALTC.PA
21SHARES POLYGON ETP,ETP,,POLY,Euronext Paris,False,POLY.PA
AMUNDI MSCI PAC EXJ SRI PA-D,ETP,,APXJ,Euronext Paris,False,APXJ.PA
EMQQ EMERGING MI UCITS ETF,ETP,,EMQQ,Euronext Paris,False,EMQQ.PA
HAN-GINS TECH MEGATREND EQL,ETP,,ITEK,Euronext Paris,False,ITEK.PA
HARBOR HEALTH CARE UCITS ETF,ETP,,WELL,Euronext Paris,False,WELL.PA
SATURNA AL-KAWTHAR GLB FOCUS,ETP,,AMAL,Euronext Paris,False,AMAL.PA
GUINNESS SUST EN UC ETF AC G,ETP,,CLMA,Euronext Paris,False,CLMA.PA
US GLOBAL INVESTORS TRAVEL U,ETP,,TRYP,Euronext Paris,False,TRYP.PA
SATURNA HAN SUSTAINABLE ETF,ETP,,SATU,Euronext Paris,False,SATU.PA
GD MIN SCRN UCITS ETF A-AESC,ETP,,ESGO,Euronext Paris,False,ESGO.PA
VALOUR BITCOIN ZERO,ETP,,BTC0,Euronext Paris,False,BTC0.PA
VALOUR ETHEREUM ZERO,ETP,,ETH0,Euronext Paris,False,ETH0.PA
VALOUR POLKADOT,ETP,,DOTVA,Euronext Paris,False,DOTVA.PA
VALOUR SOLANA,ETP,,SOLVA,Euronext Paris,False,SOLVA.PA
FMQQ NEXT FRONTIER ETF ACC,ETP,,FMQQ,Euronext Paris,False,FMQQ.PA
BNP P E JS GS SI EB-UC ET EU,ETP,,GSSBD,Euronext Paris,False,GSSBD.PA
BNP P E JS GS SI EB-UC ET EU,ETP,,GSSBO,Euronext Paris,False,GSSBO.PA
HSBC BBG G ESG AG 1-3 BD ETF,ETP,,HAGG,Euronext Paris,False,HAGG.PA
21SHARES AVALANCHE STAKI ETP,ETP,,AVAX,Euronext Paris,False,AVAX.PA
TRM RSPNBY SRCD PHY GOLD ETC,ETP,,RMAU,Euronext Paris,False,RMAU.PA
21SHARES CRYPTO BASKET EQUAL,ETP,,HODLV,Euronext Paris,False,HODLV.PA
21SHARES CRYPTO BASKET ETP,ETP,,HODL,Euronext Paris,False,HODL.PA
21SHARES CARDANO ETP,ETP,,AADA,Euronext Paris,False,AADA.PA
21SH CRYTO BAK 10 CR ETP,ETP,,HODLX,Euronext Paris,False,HODLX.PA
21SHARES CRYPTO MCAP IDX ETP,ETP,,ALTS,Euronext Paris,False,ALTS.PA
21SHARES ALGORAND ETP USD,ETP,,ALGO,Euronext Paris,False,ALGO.PA
ISHARES MSCI GLB SEMICNDCT A,ETP,,SEME,Euronext Paris,False,SEME.PA
ISHARES CHINA CNY BOND USD-A,ETP,,CYEA,Euronext Paris,False,CYEA.PA
21SHARES UNISWAP ETP,ETP,,AUNI,Euronext Paris,False,AUNI.PA
21SHARES CHAINLINK ETP,ETP,,ALINK,Euronext Paris,False,ALINK.PA
ISHARES MSCI USA MMENTM ACC,ETP,,IUMP,Euronext Paris,False,IUMP.PA
21SHARES DECENTRALAND ETP,ETP,,MANA,Euronext Paris,False,MANA.PA
21SHARES AAVE ETP,ETP,,AAVE,Euronext Paris,False,AAVE.PA
ISHAR GL CL EN TR UCI ETF-US,ETP,,INRE,Euronext Paris,False,INRE.PA
BNP PARIBAS EASY EUR CORP-UI,ETP,,SRICD,Euronext Paris,False,SRICD.PA
AMUNDI MSCI AC FE EX JAPN-US,ETP,,ACUV,Euronext Paris,False,ACUV.PA
AMUNDI INDEX EURO AGG SRI D,ETP,,9E0E,Euronext Paris,False,9E0E.PA
AM GLOBAL AGG B H EUR,ETP,,8OUV,Euronext Paris,False,8OUV.PA
